Key,Reviewed By,Human Key,Year,Author,Title,Publication Title,DOI,lat_min,lat_max,lon_min,lon_max,Area,Country,Geographic Notes,Data Type,Type of Study,Category,Relevant,Study Description,Scientific Notes,Notes of technical interest,DatasetKey,Dataset Number,Type,Archive Location,Freely Available?,Archive Name,"Survey Name, Program/mission, Company",Link archive,Acquisition Start Year,Acquisition End Year,Camera Calibration,Flight Height [m],Height reference,GSD [m],Scale,Scanner resolution,Scanner resolution units,No. Images,Satellite type,Camera type,Original Media,Dataset Notes,new.accuracy,Method,Software,Version,GCPs,Fiducial Marks,Pre-processing,Simplified Pre-processing Note,Geometric Pre-processing,Radiometric Pre-processing,geometric_radiometric_both,Pre-processing Note,Workflow Note,Related paper,Output,Orthophoto resolution [m],DEM resolution [m],Output Notes,Accuracy Key,Ground control source XY,Ground control source Z,Ground control source group,Ground control accuracy [m] X,Ground control accuracy [m] Y,Ground control accuracy [m] Z,Ground control accuracy [m] XY,Ground control accuracy [m] XYZ,Ground control accuracy [m] avg,No. GCPs,No. GCPs simplified,Residuals to GCPs [m] X,Residuals to GCPs [m] Y,Residuals to GCPs [m] Z,Residuals to GCPs [m] XY,Residuals to GCPs [m] XYZ,Residuals to GCPs [m] avg,No. CPs,Residuals to CPs [m] X,Residuals to CPs [m] Y,Residuals to CPs [m] Z,Residuals to CPs [m] XY,Residuals to CPs [m] XYZ,Residuals to CPs [m] avg,Comparison data,Comparison data simplified,Source comparison data,Comparison source group,Accuracy comparison data [m] X,Accuracy comparison data [m] Y,Accuracy comparison data [m] Z,Accuracy comparison data [m] XY,Accuracy comparison data [m] XYZ,Accuracy comparison [m] avg,Residuals to comparison [m] X,Residuals to comparison [m] Y,Residuals to comparison [m] Z,Residuals to comparison [m] XY,Residuals to comparison [m] XYZ,Residuals to comparison [m] avg,Comparison Metric,Post-Processing,Notes,Accuracy comparison data [m] avg
3Q3MUWTB,Amaury,"Tian et al. 2019, IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium (3Q3MUWTB)",2019,Tian et al.,Applications of Historical Optical DISP Images in Antarctica Study,IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,10.1109/IGARSS.2019.8900380,-69.85,-64.56,104.54,126.98,291600.0,Antarctica,"Totten Glacier, East Antarctica",Satellite,Both,Glaciology,yes,"reconstructing DEM from Argon, and Lanyard images",NA,NA,3Q3MUWTB.4,4.0,Satellite,USA,yes,USGS (United States Geological Survey),NA,NA,1963.0,1963.0,partial,NA,NA,33,NA,NA,NA,2.0,KH-5 Argon,NA,NA,Larsen B,yes,Photogrammetric,NA,NA,yes,yes,yes,"mean filter, CLAHE and Wallis filter",NA,"denoise (mean | CLAHE), contrast enhancement (Wallis)",NA,"mean filter, CLAHE and Wallis filter","Very little information, no software specified",NA,3D (point cloud/DEM),NA,500.0,Output resolution uncertain,3Q3MUWTB.4.1,Orthomosaic (Landsat Image Mosaic Of Antarctica [LIMA]),ASTER GDEM,area-based,NA,NA,NA,NA,NA,NA,6,6.0,NA,NA,NA,NA,NA,NA,5,68.2,85.6,48.5,NA,NA,119.712,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,68.2,85.6,48.5,NA,NA,119.712,Standard Deviation,NA,NA,NA
3Q3MUWTB,Amaury,"Tian et al. 2019, IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium (3Q3MUWTB)",2019,Tian et al.,Applications of Historical Optical DISP Images in Antarctica Study,IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,10.1109/IGARSS.2019.8900380,-62.386,-64.864,-65.817,-60.313,291600.0,Antarctica,"Larsen B Ice Shelf, Antarctic Peninsula",Satellite,Both,Glaciology,yes,"reconstructing DEM from Argon, and Lanyard images",NA,NA,3Q3MUWTB.3,3.0,Satellite,USA,yes,USGS (United States Geological Survey),NA,NA,1963.0,1963.0,partial,NA,NA,33,NA,NA,NA,4.0,KH-5 Argon,NA,NA,Cook,yes,Photogrammetric,NA,NA,yes,yes,yes,"mean filter, CLAHE and Wallis filter",NA,"denoise (mean | CLAHE), contrast enhancement (Wallis)",NA,"mean filter, CLAHE and Wallis filter","Very little information, no software specified",NA,3D (point cloud/DEM),NA,500.0,Output resolution uncertain,3Q3MUWTB.3.1,Orthomosaic (Landsat Image Mosaic Of Antarctica [LIMA]),ASTER GDEM,area-based,NA,NA,NA,NA,NA,NA,5,5.0,NA,NA,NA,NA,NA,NA,3,25.0,59.0,47.3,NA,NA,79.645,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,25.0,59.0,47.3,NA,NA,79.645,Standard Deviation,NA,NA,NA
3Q3MUWTB,Amaury,"Tian et al. 2019, IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium (3Q3MUWTB)",2019,Tian et al.,Applications of Historical Optical DISP Images in Antarctica Study,IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,10.1109/IGARSS.2019.8900380,-70.04,-66.49,144.74,159.78,291600.0,Antarctica,"Cook Ice Shelf, East Antarctica. The area values come from the text: the authors processed 2 spy satellites covering an area of 540 km x 540 km.",Satellite,Both,Glaciology,yes,"reconstructing DEM from Argon, and Lanyard images",NA,NA,3Q3MUWTB.4,4.0,Satellite,USA,yes,USGS (United States Geological Survey),NA,NA,1963.0,1963.0,partial,NA,NA,33,NA,NA,NA,2.0,KH-5 Argon,NA,NA,Larsen B,yes,Photogrammetric,NA,NA,yes,yes,yes,"mean filter, CLAHE and Wallis filter",NA,"denoise (mean | CLAHE), contrast enhancement (Wallis)",NA,"mean filter, CLAHE and Wallis filter","Very little information, no software specified",NA,3D (point cloud/DEM),NA,500.0,Output resolution uncertain,3Q3MUWTB.4.1,Orthomosaic (Landsat Image Mosaic Of Antarctica [LIMA]),ASTER GDEM,area-based,NA,NA,NA,NA,NA,NA,6,6.0,NA,NA,NA,NA,NA,NA,5,68.2,85.6,48.5,NA,NA,119.712,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,68.2,85.6,48.5,NA,NA,119.712,Standard Deviation,NA,NA,NA
E5HRBYHP,Bob,"Triglav‐Čekada et al. 2011, The Photogrammetric Record (E5HRBYHP)",2011,Triglav‐Čekada et al.,Acquisition of the 3D boundary of the Triglav glacier from archived non-metric panoramic images,The Photogrammetric Record,10.1111/j.1477-9730.2011.00622.x,46.3675,46.37936,13.81986,13.8384,1.5,Slovenia,"Triglav Glacier, Slovenia",Terrestrial,Application,Glaciology,yes,10 epochs (1976-2005) ground photography of retreating Triglav glacier (Alps) + innovative techniques for archival photo processing not fulfilling photogrammetric requirements.,NA,NA,E5HRBYHP.1,1.0,Terrestrial,Slovenia,unclear,"GIAM (Geographical Inst. of Scientific Res. Centre, Slovenian Acad. Sci. Arts)",NA,NA,1976.0,2005.0,given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Manual,"self, ORIENT","NA, NA",no,no,not specified,NA,NA,NA,NA,NA,"For accuracy, paper mostly relies on the comparison of measurements from each camera, rather than comparison to GCPs. Not entirely clear how they're estimating ""glacier volume"" but areas reported seem reasonable enough.",NA,2D (orthophoto),NA,NA,"Output is glacier outline/area, rather than a direct orthophoto or DEM",E5HRBYHP.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StereoDEM (AerialImgs, 2005)",StereoDEM,NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UKWG7DZS,Melanie,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",2018,Turek et al.,An Example of Multitemporal Photogrammetric Documentation and Spatial Analysis in Process Revitalisation and Urban Planning:,"Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management",10.5220/0006701902230230,52.22,52.26,20.9,21.01,15.0,Poland,"Wola district (Warschau), Poland. Area approximate by the figure",Aerial,Application,Urban Change,yes,NA,NA,NA,UKWG7DZS.1,1.0,Aerial,Poland,unclear,NA,NA,NA,1976.0,1976.0,computed,NA,NA,NA,1:18500,NA,NA,8.0,NA,NA,NA,NA,yes,SfM+MVS,SAPC,1,yes,yes,yes,"undistortion (fiducials?), masking (black border)","undistortion (fiducials?), masking (black border)",NA,NA,"SAPC: transform scanned archival photos in same reference (inner orientation by fiducials?, same resolution, cut black frames)",triangulation in Agisoft Photoscan + georeferencing,NA,3D (point cloud/DEM),NA,NA,NA,UKWG7DZS.1.1,Orthoimages,Lidar DEM,area-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UKWG7DZS,Melanie,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",2018,Turek et al.,An Example of Multitemporal Photogrammetric Documentation and Spatial Analysis in Process Revitalisation and Urban Planning:,"Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management",10.5220/0006701902230230,52.22,52.26,20.9,21.01,15.0,Poland,"Wola district (Warschau), Poland. Area approximate by the figure",Aerial,Application,Urban Change,yes,NA,NA,NA,UKWG7DZS.2,2.0,Aerial,Poland,unclear,NA,NA,NA,1982.0,1982.0,computed,NA,NA,NA,1:20000,NA,NA,10.0,NA,NA,NA,NA,yes,SfM+MVS,SAPC,1,yes,yes,yes,"undistortion (fiducials?), masking (black border)","undistortion (fiducials?), masking (black border)",NA,NA,"SAPC: transform scanned archival photos in same reference (inner orientation by fiducials?, same resolution, cut black frames)",triangulation in Agisoft Photoscan + georeferencing,NA,3D (point cloud/DEM),NA,NA,NA,UKWG7DZS.2.1,Orthoimages,Lidar DEM,area-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UKWG7DZS,Melanie,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",2018,Turek et al.,An Example of Multitemporal Photogrammetric Documentation and Spatial Analysis in Process Revitalisation and Urban Planning:,"Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management",10.5220/0006701902230230,52.22,52.26,20.9,21.01,15.0,Poland,"Wola district (Warschau), Poland. Area approximate by the figure",Aerial,Application,Urban Change,yes,NA,NA,NA,UKWG7DZS.3,3.0,Aerial,Poland,unclear,NA,NA,NA,1987.0,1987.0,computed,NA,NA,NA,1:20001,NA,NA,7.0,NA,NA,NA,NA,yes,SfM+MVS,SAPC,1,yes,yes,yes,"undistortion (fiducials?), masking (black border)","undistortion (fiducials?), masking (black border)",NA,NA,"SAPC: transform scanned archival photos in same reference (inner orientation by fiducials?, same resolution, cut black frames)",triangulation in Agisoft Photoscan + georeferencing,NA,3D (point cloud/DEM),NA,NA,NA,UKWG7DZS.3.1,Orthoimages,Lidar DEM,area-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UKWG7DZS,Melanie,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",2018,Turek et al.,An Example of Multitemporal Photogrammetric Documentation and Spatial Analysis in Process Revitalisation and Urban Planning:,"Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management",10.5220/0006701902230230,52.22,52.26,20.9,21.01,15.0,Poland,"Wola district (Warschau), Poland. Area approximate by the figure",Aerial,Application,Urban Change,yes,NA,NA,NA,UKWG7DZS.4,4.0,Aerial,Poland,unclear,NA,NA,NA,1990.0,1990.0,computed,NA,NA,NA,1:20002,NA,NA,5.0,NA,NA,NA,NA,yes,SfM+MVS,SAPC,1,yes,yes,yes,"undistortion (fiducials?), masking (black border)","undistortion (fiducials?), masking (black border)",NA,NA,"SAPC: transform scanned archival photos in same reference (inner orientation by fiducials?, same resolution, cut black frames)",triangulation in Agisoft Photoscan + georeferencing,NA,3D (point cloud/DEM),NA,NA,NA,UKWG7DZS.4.1,Orthoimages,Lidar DEM,area-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9USYID46,Bob,"Vargo et al. 2017, Journal of Glaciology (9USYID46)",2017,Vargo et al.,Using structure from motion photogrammetry to measure past glacier changes from historic aerial photographs,Journal of Glaciology,10.1017/jog.2017.79,-44.09468,-44.07228,169.42197,169.4501,2.0,New Zeland,"Brewster Glacier, New Zealand ",Aerial,Application,Glaciology,yes,glacier changes in the Southern Alps of New Zealand using oblique photos,NA,NA,9USYID46.1,1.0,Aerial,New Zealand,unclear,Victoria University of Wellington,NA,NA,1981.0,2008.0,computed,NA,NA,NA,NA,NA,NA,101.0,NA,NA,NA,"average of 1-4 photos per year, up to 19; no scanning resolution specified, used Hasselblad X5 high-resolution drum scanner (>3200 dpi); treating these as a single dataset based on how they're reported in the paper",yes,SfM,Agisoft Photoscan Professional,NA,yes,not specified,not specified,NA,NA,NA,NA,NA,NA,NA,2D (orthophoto),NA,NA,NA,9USYID46.1.1,dGNSS,dGNSS,point-based,NA,NA,NA,NA,0.01,0.01,10,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no further information about historical photos/DEMs, information is provided for modern only",NA
UJKIFHZ9,Anette,"Vastaranta et al. 2015, Scandinavian Journal of Forest Research (UJKIFHZ9)",2015,Vastaranta et al.,Forest stand age classification using time series of photogrammetrically derived digital surface models,Scandinavian Journal of Forest Research,10.1080/02827581.2015.1060256,62.8553,62.9109,30.82659,30.97534,37.8,Finland,"Palokangas, Finland",Aerial,Application,Forestry,yes,Forest stand age classification,NA,NA,UJKIFHZ9.1,1.0,Aerial,Finland,unclear,National Land Survey of Finland,NA,NA,1944.0,1944.0,partial,NA,NA,0.45,1:30000,20.0,μm,NA,NA,Zeiss RMK HS 1824,NA,"manuscript mentions 15 or 20 µm, but not specified so assumed larger of the two.",yes,SfM,"SocetSet, VisualSFM","5.6.0, NA",yes,not specified,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,UJKIFHZ9.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5+,5.0,NA,NA,1.55,1.65,NA,2.264,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.65,NA,2.264,RMSE,NA,only ranges given for residuals; midpoint taken,NA
UJKIFHZ9,Anette,"Vastaranta et al. 2015, Scandinavian Journal of Forest Research (UJKIFHZ9)",2015,Vastaranta et al.,Forest stand age classification using time series of photogrammetrically derived digital surface models,Scandinavian Journal of Forest Research,10.1080/02827581.2015.1060256,62.8553,62.9109,30.82659,30.97534,37.8,Finland,"Palokangas, Finland",Aerial,Application,Forestry,yes,Forest stand age classification,NA,NA,UJKIFHZ9.2,2.0,Aerial,Finland,unclear,National Land Survey of Finland,NA,NA,1959.0,1959.0,partial,NA,NA,0.62,1:40000,20.0,μm,NA,NA,Zeiss RMK HS 1818,NA,"manuscript mentions 15 or 20 µm, but not specified so assumed larger of the two.",yes,SfM,"SocetSet, VisualSFM","5.6.0, NA",yes,not specified,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,UJKIFHZ9.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5+,5.0,NA,NA,1.55,1.65,NA,2.264,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.65,NA,2.264,RMSE,NA,only ranges given for residuals; midpoint taken,NA
UJKIFHZ9,Anette,"Vastaranta et al. 2015, Scandinavian Journal of Forest Research (UJKIFHZ9)",2015,Vastaranta et al.,Forest stand age classification using time series of photogrammetrically derived digital surface models,Scandinavian Journal of Forest Research,10.1080/02827581.2015.1060256,62.8553,62.9109,30.82659,30.97534,37.8,Finland,"Palokangas, Finland",Aerial,Application,Forestry,yes,Forest stand age classification,NA,NA,UJKIFHZ9.3,3.0,Aerial,Finland,unclear,National Land Survey of Finland,NA,NA,1965.0,1965.0,given,NA,NA,0.88,1:60000,20.0,μm,NA,NA,Zeiss RMK 15/23,NA,"manuscript mentions 15 or 20 µm, but not specified so assumed larger of the two.",yes,SfM,SocetSet,"5.6.0, NA",yes,not specified,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,UJKIFHZ9.3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5+,5.0,NA,NA,1.55,1.65,NA,2.264,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.65,NA,2.264,RMSE,NA,only ranges given for residuals; midpoint taken,NA
UJKIFHZ9,Anette,"Vastaranta et al. 2015, Scandinavian Journal of Forest Research (UJKIFHZ9)",2015,Vastaranta et al.,Forest stand age classification using time series of photogrammetrically derived digital surface models,Scandinavian Journal of Forest Research,10.1080/02827581.2015.1060256,62.8553,62.9109,30.82659,30.97534,37.8,Finland,"Palokangas, Finland",Aerial,Application,Forestry,yes,Forest stand age classification,NA,NA,UJKIFHZ9.4,4.0,Aerial,Finland,unclear,National Land Survey of Finland,NA,NA,1977.0,1977.0,given,NA,NA,0.47,1:31000,20.0,μm,NA,NA,Wild RC10,NA,"manuscript mentions 15 or 20 µm, but not specified so assumed larger of the two.",yes,SfM,SocetSet,"5.6.0, NA",yes,not specified,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,UJKIFHZ9.4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5+,5.0,NA,NA,0.75,0.75,NA,1.061,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.75,NA,1.061,RMSE,NA,only ranges given for residuals; midpoint taken,NA
UJKIFHZ9,Anette,"Vastaranta et al. 2015, Scandinavian Journal of Forest Research (UJKIFHZ9)",2015,Vastaranta et al.,Forest stand age classification using time series of photogrammetrically derived digital surface models,Scandinavian Journal of Forest Research,10.1080/02827581.2015.1060256,62.8553,62.9109,30.82659,30.97534,37.8,Finland,"Palokangas, Finland",Aerial,Application,Forestry,yes,Forest stand age classification,NA,NA,UJKIFHZ9.5,5.0,Aerial,Finland,unclear,National Land Survey of Finland,NA,NA,1983.0,1983.0,given,NA,NA,0.45,1:31000,20.0,μm,NA,NA,Wild RC10A,NA,"manuscript mentions 15 or 20 µm, but not specified so assumed larger of the two.",yes,SfM,SocetSet,"5.6.0, NA",yes,not specified,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,UJKIFHZ9.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5+,5.0,NA,NA,0.75,0.75,NA,1.061,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.75,NA,1.061,RMSE,NA,only ranges given for residuals; midpoint taken,NA
UJKIFHZ9,Anette,"Vastaranta et al. 2015, Scandinavian Journal of Forest Research (UJKIFHZ9)",2015,Vastaranta et al.,Forest stand age classification using time series of photogrammetrically derived digital surface models,Scandinavian Journal of Forest Research,10.1080/02827581.2015.1060256,62.8553,62.9109,30.82659,30.97534,37.8,Finland,"Palokangas, Finland",Aerial,Application,Forestry,yes,Forest stand age classification,NA,NA,UJKIFHZ9.6,6.0,Aerial,Finland,unclear,National Land Survey of Finland,NA,NA,1991.0,1991.0,given,NA,NA,0.63,1:31000,20.0,μm,NA,NA,Wild RC20,NA,"manuscript mentions 15 or 20 µm, but not specified so assumed larger of the two.",yes,SfM,SocetSet,"5.6.0, NA",yes,not specified,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,UJKIFHZ9.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5+,5.0,NA,NA,0.75,0.75,NA,1.061,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.75,NA,1.061,RMSE,NA,only ranges given for residuals; midpoint taken,NA
UJKIFHZ9,Anette,"Vastaranta et al. 2015, Scandinavian Journal of Forest Research (UJKIFHZ9)",2015,Vastaranta et al.,Forest stand age classification using time series of photogrammetrically derived digital surface models,Scandinavian Journal of Forest Research,10.1080/02827581.2015.1060256,62.8553,62.9109,30.82659,30.97534,37.8,Finland,"Palokangas, Finland",Aerial,Application,Forestry,yes,Forest stand age classification,NA,NA,UJKIFHZ9.7,7.0,Aerial,Finland,unclear,National Land Survey of Finland,NA,NA,2003.0,2003.0,given,NA,NA,0.62,1:31000,20.0,μm,NA,NA,Wild RC20,NA,"manuscript mentions 15 or 20 µm, but not specified so assumed larger of the two.",yes,SfM,SocetSet,"5.6.0, NA",yes,not specified,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,UJKIFHZ9.7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5+,5.0,NA,NA,0.75,0.75,NA,1.061,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.75,NA,1.061,RMSE,NA,only ranges given for residuals; midpoint taken,NA
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,42.313,45.507,-1.576,2.431,0.03,France,"River Garonne, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,NA,NA,A8RIYP3A.4,4.0,Aerial,France,unclear,IGN (Institut Géographique National),NA,NA,2000.0,2000.0,given,NA,NA,NA,1:27000,NA,NA,2.0,NA,NA,NA,Garonne,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,NA,A8RIYP3A.4.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,12,12.0,0.38,0.51,NA,NA,NA,NA,4,0.02,0.31,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.02,0.31,NA,NA,NA,NA,RMSE,NA,NA,NA
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,42.313,45.507,-1.576,2.431,0.03,France,"River Garonne, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,NA,NA,A8RIYP3A.1,1.0,Aerial,France,unclear,IGN (Institut Géographique National),NA,NA,1998.0,1998.0,given,NA,NA,NA,1:25800,1000.0,dpi,2.0,NA,NA,NA,Allier,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,NA,A8RIYP3A.1.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,12,12.0,0.77,0.55,NA,NA,NA,NA,6,0.05,0.11,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.05,0.11,NA,NA,NA,NA,RMSE,NA,NA,NA
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,46.3127,46.472,3.3042,3.3868,1.2,France,"River Allier, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,NA,NA,A8RIYP3A.2,2.0,Aerial,France,unclear,IGN (Institut Géographique National),NA,NA,1996.0,1996.0,given,NA,NA,NA,1:17220,NA,NA,2.0,NA,NA,NA,Garonne,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,NA,A8RIYP3A.2.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,11,11.0,0.64,1.09,NA,NA,NA,NA,4,0.96,1.12,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.96,1.12,NA,NA,NA,NA,RMSE,NA,NA,NA
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,42.313,45.507,-1.576,2.431,0.03,France,"River Garonne, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,NA,NA,A8RIYP3A.2,2.0,Aerial,France,unclear,IGN (Institut Géographique National),NA,NA,1996.0,1996.0,given,NA,NA,NA,1:17220,NA,NA,2.0,NA,NA,NA,Garonne,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,NA,A8RIYP3A.2.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,11,11.0,0.64,1.09,NA,NA,NA,NA,4,0.96,1.12,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.96,1.12,NA,NA,NA,NA,RMSE,NA,NA,NA
